"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"01.04.2015","17,044","16,620","16,620","16,620","0,05K","2,79"
"31.03.2015","16,581","16,650","16,650","16,585","0,02K","-0,46"
"30.03.2015","16,657","16,755","16,755","16,655","0,01K","-1,50"
"29.03.2015","16,910","16,990","16,990","16,898","0","-0,83"
"27.03.2015","17,052","17,010","17,010","17,010","0,01K","-0,41"
"26.03.2015","17,122","17,315","17,325","17,055","0,10K","0,84"
"25.03.2015","16,980","16,950","17,045","16,950","0,15K","0,10"
"24.03.2015","16,963","16,980","17,000","16,860","0,30K","0,54"
"23.03.2015","16,872","16,700","16,975","16,670","0,15K","0,44"
"22.03.2015","16,798","16,775","16,825","16,750","0","-0,41"
"20.03.2015","16,867","16,255","16,820","16,255","0,09K","4,78"
"19.03.2015","16,098","15,905","16,100","15,860","0,01K","3,69"
"18.03.2015","15,525","15,475","15,900","15,450","0,02K","-0,24"
"17.03.2015","15,562","15,490","15,635","15,490","0,04K","-0,25"
"16.03.2015","15,601","15,690","15,715","15,500","0,07K","0,10"
"15.03.2015","15,585","15,627","15,627","15,565","0","0,70"
"13.03.2015","15,477","15,610","15,620","15,475","0,06K","-0,10"
"12.03.2015","15,493","15,560","15,565","15,465","0,09K","0,96"
"11.03.2015","15,345","15,640","15,705","15,270","0,16K","-1,72"
"10.03.2015","15,613","15,690","15,795","15,640","0,11K","-0,90"
"09.03.2015","15,755","15,800","15,910","15,690","0,07K","-0,56"
"08.03.2015","15,843","15,928","15,938","15,823","0","0,37"
"06.03.2015","15,784","16,170","16,170","15,745","0,11K","-2,16"
"05.03.2015","16,132","16,255","16,285","16,135","0,06K","0,00"
"04.03.2015","16,132","16,260","16,300","16,075","0,23K","-0,77"
"03.03.2015","16,258","16,395","16,505","16,090","0,29K","-0,91"
"02.03.2015","16,407","16,585","16,730","16,315","0,27K","-1,30"
"01.03.2015","16,623","16,593","16,630","16,558","0","0,67"
"27.02.2015","16,513","16,570","16,650","16,385","1,70K","-0,42"
"26.02.2015","16,583","16,500","16,860","16,490","17,62K","0,97"
"25.02.2015","16,424","16,424","16,424","16,424","40,96K","1,50"
"24.02.2015","16,182","16,182","16,182","16,182","23,03K","-0,40"
"23.02.2015","16,247","16,295","16,325","16,295","0,02K","-0,03"
"22.02.2015","16,252","16,275","16,288","16,245","0","-0,07"
"20.02.2015","16,263","16,430","16,430","16,430","0,01K","-0,66"
"19.02.2015","16,371","16,405","16,405","16,335","0,01K","0,74"
"18.02.2015","16,250","16,250","16,425","16,250","22,35K","-0,68"
"17.02.2015","16,362","16,362","16,362","16,305","21,76K","-5,26"
"16.02.2015","17,270","17,305","17,395","17,252","0","-0,21"
"15.02.2015","17,307","17,318","17,335","17,290","0","0,17"
"13.02.2015","17,278","16,910","17,040","16,910","0,02K","2,98"
"12.02.2015","16,778","16,840","16,880","16,820","0,02K","0,20"
"11.02.2015","16,745","16,745","16,745","16,745","0,00K","-0,66"
"10.02.2015","16,857","16,857","16,857","17,000","10,61K","-1,16"
"09.02.2015","17,054","17,054","16,815","17,054","0,00K","1,88"
"08.02.2015","16,740","16,773","16,788","16,720","0","0,37"
"06.02.2015","16,678","16,678","16,678","16,678","9,28K","-2,92"
"05.02.2015","17,180","17,205","17,285","17,205","0,01K","-1,15"
"04.02.2015","17,379","17,400","17,600","17,400","0,04K","0,43"
"03.02.2015","17,305","17,320","17,520","17,320","0,02K","0,41"
"02.02.2015","17,235","17,235","17,235","17,235","0,00K","0,36"
"01.02.2015","17,173","17,185","17,188","17,148","0","-0,11"
"30.01.2015","17,192","16,810","17,165","16,810","0,02K","2,59"
"29.01.2015","16,758","17,420","17,475","17,390","0,03K","-7,25"
"28.01.2015","18,068","18,068","18,068","18,068","0,00K","0,00"
"27.01.2015","18,068","18,110","18,110","18,095","0,01K","0,56"
"26.01.2015","17,967","17,967","17,967","17,967","1,52K","-2,31"
"25.01.2015","18,392","18,322","18,410","18,305","0","0,59"
"23.01.2015","18,284","18,315","18,355","18,310","0,02K","-0,34"
"22.01.2015","18,346","18,346","18,346","18,346","1,31K","0,92"
"21.01.2015","18,179","17,960","18,260","17,960","0,02K","1,29"
"20.01.2015","17,947","17,955","18,000","17,955","0,02K","1,38"
"19.01.2015","17,703","17,807","17,830","17,633","0","-0,60"
"18.01.2015","17,810","17,900","18,015","17,745","0","0,40"
"16.01.2015","17,739","17,060","17,770","16,905","0,11K","3,90"
"15.01.2015","17,073","17,175","17,200","17,030","0,08K","0,69"
"14.01.2015","16,956","16,900","16,900","16,900","0,01K","-0,99"
"13.01.2015","17,125","17,000","17,000","17,000","0,48K","3,57"
"12.01.2015","16,535","16,535","16,535","16,535","25,30K","-0,63"
"11.01.2015","16,640","16,523","16,680","16,523","0","1,55"
"09.01.2015","16,386","16,386","16,386","16,386","33,06K","0,21"
"08.01.2015","16,351","16,351","16,351","16,351","0,00K","-0,96"
"07.01.2015","16,510","16,480","16,550","16,480","0,01K","-0,56"
"06.01.2015","16,603","16,603","16,603","16,603","0,00K","2,62"
"05.01.2015","16,179","16,179","16,179","16,179","47,13K","2,79"
"04.01.2015","15,740","15,782","15,790","15,633","0","0,04"
"02.01.2015","15,734","15,790","15,815","15,535","0,01K","-0,50"
"01.01.2015","15,813","15,695","15,903","15,695","0","1,59"
"31.12.2014","15,565","16,245","16,245","15,590","0,02K","-4,16"
"30.12.2014","16,240","15,845","16,355","15,805","0,08K","3,15"
"29.12.2014","15,744","15,950","15,950","15,905","0,06K","-1,97"
"28.12.2014","16,060","16,063","16,115","16,057","0","-0,32"
"26.12.2014","16,112","15,940","16,115","15,940","0,00K","1,94"
"25.12.2014","15,805","15,762","15,852","15,762","0","0,84"
"24.12.2014","15,673","15,680","15,680","15,680","0,00K","-0,36"
"23.12.2014","15,730","15,580","15,750","15,580","0,01K","0,52"
"22.12.2014","15,649","16,080","16,105","16,080","0,07K","-2,71"
"21.12.2014","16,085","16,080","16,125","16,068","0","0,59"
"19.12.2014","15,991","15,991","15,991","15,991","0,00K","0,61"
"18.12.2014","15,894","15,894","15,894","15,894","0,00K","0,02"
"17.12.2014","15,891","15,830","15,830","15,830","0,03K","1,12"
"16.12.2014","15,715","16,135","16,160","16,065","0,08K","-4,91"
"15.12.2014","16,527","16,810","16,850","16,810","0,04K","-3,06"
"14.12.2014","17,048","17,048","17,068","17,033","0","0,17"
"12.12.2014","17,019","17,070","17,110","17,015","0,49K","-0,23"
"11.12.2014","17,059","17,105","17,180","17,105","0,03K","-0,43"
"10.12.2014","17,133","17,025","17,140","17,010","0,06K","0,30"
"09.12.2014","17,081","16,280","17,130","16,280","0,18K","5,33"
"08.12.2014","16,216","16,130","16,260","16,130","0,22K","-0,10"
"07.12.2014","16,233","16,290","16,290","16,163","0","0,23"
"05.12.2014","16,196","16,415","16,480","16,175","0,24K","-1,96"
"04.12.2014","16,520","16,355","16,580","16,335","0,08K","0,98"
"03.12.2014","16,359","16,435","16,530","16,300","0,09K","-0,30"
"02.12.2014","16,408","16,440","16,475","16,070","0,51K","-1,44"
"01.12.2014","16,648","15,390","16,680","14,100","1,95K","12,81"
"30.11.2014","14,758","15,345","15,477","14,427","0","-4,72"
"28.11.2014","15,489","16,495","16,510","15,365","5,09K","-4,69"
"27.11.2014","16,252","16,548","16,572","16,182","0","-1,79"
"26.11.2014","16,548","16,645","16,650","16,440","23,49K","-0,04"
"25.11.2014","16,554","16,554","16,554","16,554","50,84K","1,08"
"24.11.2014","16,377","16,430","16,580","16,430","0,10K","-0,52"
"23.11.2014","16,462","16,435","16,517","16,435","0","0,43"
"21.11.2014","16,391","16,391","16,391","16,391","0,00K","1,60"
"20.11.2014","16,133","16,133","16,133","16,133","0,00K","-0,96"
"19.11.2014","16,290","16,290","16,290","16,290","24,70K","0,74"
"18.11.2014","16,170","16,170","16,170","16,170","0,00K","0,73"
"17.11.2014","16,053","16,053","16,053","16,053","11,11K","-1,07"
"16.11.2014","16,227","16,305","16,305","16,227","0","-0,51"
"14.11.2014","16,310","15,595","16,305","15,595","0,01K","4,44"
"13.11.2014","15,617","15,617","15,617","15,617","0,01K","-0,01"
"12.11.2014","15,619","15,720","15,720","15,720","0,04K","-0,29"
"11.11.2014","15,664","15,664","15,664","15,664","43,83K","0,04"
"10.11.2014","15,657","15,657","15,657","15,657","0,06K","-0,21"
"09.11.2014","15,690","15,800","15,800","15,680","0","-0,06"
"07.11.2014","15,699","15,045","15,045","15,045","0,03K","1,99"
"06.11.2014","15,392","15,392","15,392","15,392","0,00K","-0,17"
"05.11.2014","15,418","15,465","15,465","15,215","0,03K","-3,20"
"04.11.2014","15,927","15,925","15,930","15,925","0,02K","-1,53"
"03.11.2014","16,175","16,035","16,035","16,035","0,05K","1,39"
"02.11.2014","15,953","16,112","16,122","15,887","0","-0,77"
"31.10.2014","16,077","16,130","16,130","15,860","0,02K","-1,92"
"30.10.2014","16,391","16,350","16,350","16,340","0,49K","-4,81"
"29.10.2014","17,219","17,219","17,219","17,219","32,28K","0,20"
"28.10.2014","17,185","17,185","17,185","17,185","31,47K","0,41"
"27.10.2014","17,115","17,115","17,115","17,115","20,80K","-0,20"
"26.10.2014","17,150","17,175","17,190","17,133","0","0,08"
"24.10.2014","17,136","17,136","17,136","17,136","28,62K","0,13"
"23.10.2014","17,114","17,175","17,175","17,170","0,01K","-0,42"
"22.10.2014","17,186","17,470","17,470","17,115","0,02K","-1,82"
"21.10.2014","17,504","17,500","17,500","17,500","0,01K","1,16"
"20.10.2014","17,304","17,460","17,460","17,460","0,01K","0,21"
"19.10.2014","17,267","17,308","17,340","17,252","0","-0,09"
"17.10.2014","17,282","17,282","17,282","17,282","26,08K","-0,61"
"16.10.2014","17,388","17,430","17,430","17,430","0,00K","-0,16"
"15.10.2014","17,415","17,010","17,700","17,010","0,04K","0,36"
"14.10.2014","17,353","17,500","17,500","17,500","0,01K","0,34"
"13.10.2014","17,294","17,410","17,410","17,410","0,01K","-1,21"
"12.10.2014","17,505","17,385","17,538","17,377","0","1,47"
"10.10.2014","17,252","17,300","17,300","17,270","0,02K","-0,66"
"09.10.2014","17,367","17,600","17,600","17,600","0,02K","2,07"
"08.10.2014","17,015","17,360","17,360","17,150","0,08K","-1,02"
"07.10.2014","17,191","17,100","17,185","17,075","0,16K","0,06"
"06.10.2014","17,180","17,030","17,165","17,030","0,02K","2,54"
"05.10.2014","16,755","16,813","16,870","16,748","0","-0,15"
"03.10.2014","16,780","17,100","17,100","16,800","0,18K","-1,30"
"02.10.2014","17,001","17,185","17,185","17,000","0,01K","-1,21"
"01.10.2014","17,210","16,950","17,220","16,950","0,01K","1,20"
"30.09.2014","17,006","17,420","17,455","16,870","0,05K","-2,91"
"29.09.2014","17,516","17,505","17,530","17,410","0,23K","-0,17"
"28.09.2014","17,545","17,583","17,598","17,517","0","0,39"
"26.09.2014","17,477","17,477","17,477","17,477","38,52K","0,56"
"25.09.2014","17,379","17,505","17,540","17,355","0,09K","-1,50"
"24.09.2014","17,643","17,590","17,590","17,495","0,04K","-0,40"
"23.09.2014","17,713","17,735","17,735","17,675","0,10K","0,08"
"22.09.2014","17,699","17,700","17,715","17,520","0,20K","-0,42"
"21.09.2014","17,773","17,858","17,858","17,767","0","-0,04"
"19.09.2014","17,781","18,295","18,295","17,810","0,08K","-3,64"
"18.09.2014","18,452","18,475","18,525","18,320","0,04K","-1,13"
"17.09.2014","18,663","18,600","18,685","18,470","0,05K","0,04"
"16.09.2014","18,656","18,595","18,690","18,590","0,41K","0,54"
"15.09.2014","18,556","18,615","18,635","18,500","0,05K","-0,13"
"14.09.2014","18,580","18,587","18,623","18,557","0","0,18"
"12.09.2014","18,546","18,620","18,650","18,465","0,12K","0,07"
"11.09.2014","18,533","18,885","18,900","18,550","0,10K","-1,71"
"10.09.2014","18,856","18,980","19,045","18,880","0,10K","0,06"
"09.09.2014","18,844","18,910","19,070","18,850","0,16K","-0,23"
"08.09.2014","18,887","19,205","19,250","18,880","0,08K","-1,65"
"07.09.2014","19,203","19,197","19,237","19,185","0","0,63"
"05.09.2014","19,082","19,035","19,130","18,990","0,13K","0,09"
"04.09.2014","19,064","19,145","19,295","18,985","0,12K","-0,23"
"03.09.2014","19,108","19,140","19,175","19,100","0,13K","0,19"
"02.09.2014","19,071","19,405","19,470","19,040","0,33K","-2,21"
"01.09.2014","19,502","19,483","19,568","19,438","0","0,11"
"31.08.2014","19,480","19,502","19,508","19,480","0","0,42"
"29.08.2014","19,398","19,460","19,570","19,395","3,30K","-0,70"
"28.08.2014","19,534","19,425","19,875","19,415","19,00K","0,72"
"27.08.2014","19,395","19,410","19,410","19,400","0,00K","0,13"
"26.08.2014","19,370","19,500","19,500","19,500","0,00K","0,17"
"25.08.2014","19,338","19,360","19,360","19,345","0,00K","-0,12"
"22.08.2014","19,361","19,361","19,361","19,361","21,23K","-0,15"
"21.08.2014","19,390","19,285","19,410","19,285","0,01K","-0,42"
"20.08.2014","19,472","19,435","19,450","19,435","0,00K","0,44"
"19.08.2014","19,387","19,435","19,435","19,415","0,01K","-1,09"
"18.08.2014","19,600","19,555","19,555","19,555","0,00K","0,41"
"17.08.2014","19,520","19,570","19,570","19,513","0","0,15"
"15.08.2014","19,490","19,535","19,535","19,530","0,01K","-1,92"
"14.08.2014","19,871","19,870","19,870","19,870","0,01K","0,31"
"13.08.2014","19,810","19,810","19,810","19,810","48,70K","-0,30"
"12.08.2014","19,870","19,870","19,870","19,870","43,74K","-0,95"
"11.08.2014","20,060","20,060","20,060","20,060","31,06K","0,86"
"10.08.2014","19,888","19,913","19,938","19,888","0","-0,07"
"08.08.2014","19,902","19,935","19,935","19,925","0,00K","-0,25"
"07.08.2014","19,951","19,951","19,951","19,951","0,00K","-0,17"
"06.08.2014","19,985","20,025","20,025","20,025","0,00K","0,96"
"05.08.2014","19,794","19,794","19,794","19,794","0,00K","-1,98"
"04.08.2014","20,194","20,350","20,360","20,165","0,03K","-0,83"
"03.08.2014","20,362","20,360","20,368","20,330","0","0,15"
"01.08.2014","20,332","20,295","20,295","20,295","0,03K","-0,20"
"31.07.2014","20,373","20,585","20,585","20,585","0,02K","-0,90"
"30.07.2014","20,558","20,550","20,550","20,550","0,11K","0,06"
"29.07.2014","20,546","20,680","20,695","20,585","0,04K","0,10"
"28.07.2014","20,526","20,635","20,670","20,535","0,16K","-1,09"
"27.07.2014","20,752","20,730","20,778","20,695","0","0,80"
"25.07.2014","20,588","20,435","20,750","20,435","0,05K","1,04"
"24.07.2014","20,376","20,805","20,830","20,475","0,08K","-2,75"
"23.07.2014","20,952","20,960","21,015","20,940","0,13K","-0,06"
"22.07.2014","20,965","20,750","20,990","20,750","0,02K","-0,00"
"21.07.2014","20,966","21,000","21,070","20,900","0,02K","0,18"
"20.07.2014","20,928","20,925","20,953","20,903","0","0,43"
"18.07.2014","20,838","20,955","20,955","20,750","0,00K","-1,18"
"17.07.2014","21,086","20,825","21,160","20,795","0,04K","1,73"
"16.07.2014","20,727","20,760","20,790","20,760","0,07K","-0,55"
"15.07.2014","20,842","20,905","20,945","20,675","0,08K","-0,11"
"14.07.2014","20,864","21,205","21,205","20,875","0,08K","-2,99"
"13.07.2014","21,508","21,508","21,525","21,493","0","0,45"
"11.07.2014","21,411","21,475","21,510","21,415","0,06K","-0,22"
"10.07.2014","21,459","21,095","21,525","21,095","0,14K","2,08"
"09.07.2014","21,022","21,125","21,200","21,045","0,06K","0,26"
"08.07.2014","20,967","21,060","21,150","20,935","0,21K","0,00"
"07.07.2014","20,966","21,100","21,090","20,820","0,09K","-0,81"
"06.07.2014","21,138","21,188","21,200","21,103","0","-0,27"
"04.07.2014","21,195","21,197","21,280","21,127","0","0,50"
"03.07.2014","21,089","21,155","21,155","20,780","0,50K","-0,78"
"02.07.2014","21,254","21,045","21,280","20,980","0,23K","0,89"
"01.07.2014","21,067","21,010","21,220","21,010","0,17K","0,29"
"30.06.2014","21,007","20,960","21,115","20,765","2,61K","0,03"
"29.06.2014","21,000","21,023","21,038","20,965","0","-0,37"
"27.06.2014","21,077","21,105","21,205","20,900","17,33K","-0,12"
"26.06.2014","21,103","21,103","21,103","21,103","45,35K","-0,04"
"25.06.2014","21,111","21,111","21,111","21,111","38,04K","0,35"
"24.06.2014","21,038","21,038","21,038","21,038","33,37K","0,62"
"23.06.2014","20,909","20,909","20,909","20,909","22,64K","0,16"
"22.06.2014","20,875","20,905","20,918","20,855","0","-0,32"
"20.06.2014","20,942","20,950","20,950","20,860","0,00K","1,48"
"19.06.2014","20,637","20,020","20,020","20,020","0,00K","4,40"
"18.06.2014","19,767","19,750","19,850","19,750","0,01K","0,23"
"17.06.2014","19,721","19,721","19,721","19,721","8,86K","0,10"
"16.06.2014","19,702","19,755","19,795","19,670","0,01K","-0,23"
"15.06.2014","19,748","19,675","19,773","19,675","0","0,57"
"13.06.2014","19,637","19,535","19,535","19,535","0,00K","0,63"
"12.06.2014","19,515","19,515","19,515","19,515","13,86K","1,88"
"11.06.2014","19,154","19,154","19,154","19,154","16,36K","0,04"
"10.06.2014","19,147","19,147","19,147","19,147","11,99K","0,54"
"09.06.2014","19,045","19,050","19,050","19,050","0,00K","0,09"
"08.06.2014","19,028","19,028","19,033","18,995","0","0,34"
"06.06.2014","18,963","18,955","18,955","18,955","0,00K","-0,48"
"05.06.2014","19,055","18,900","19,050","18,900","0,03K","1,54"
"04.06.2014","18,766","18,766","18,766","18,766","2,75K","0,18"
"03.06.2014","18,732","18,790","18,810","18,765","0,02K","0,12"
"02.06.2014","18,709","18,750","18,810","18,675","0,03K","-0,21"
"01.06.2014","18,748","18,790","18,805","18,737","0","0,51"
"30.05.2014","18,653","18,950","18,960","18,605","0,04K","-1,74"
"29.05.2014","18,983","18,940","19,005","18,840","0,20K","-0,27"
"28.05.2014","19,035","19,035","19,035","19,035","0,21K","-0,02"
"27.05.2014","19,039","19,350","19,395","19,075","0,06K","-2,00"
"26.05.2014","19,428","19,428","19,498","19,383","0","-0,01"
"25.05.2014","19,430","19,450","19,453","19,420","0","0,22"
"23.05.2014","19,388","19,370","19,370","19,370","0,01K","-0,52"
"22.05.2014","19,490","19,700","19,745","19,550","0,02K","0,95"
"21.05.2014","19,307","19,295","19,295","19,295","0,00K","-0,31"
"20.05.2014","19,367","19,280","19,420","19,270","0,02K","0,23"
"19.05.2014","19,322","19,555","19,560","19,355","0,28K","-0,12"
"18.05.2014","19,345","19,373","19,373","19,313","0","0,27"
"16.05.2014","19,292","19,455","19,455","19,295","0,08K","-0,80"
"15.05.2014","19,447","19,515","19,515","19,445","0,11K","-1,46"
"14.05.2014","19,735","19,690","19,915","19,690","0,20K","1,18"
"13.05.2014","19,504","19,395","19,535","19,395","0,07K","0,02"
"12.05.2014","19,500","19,100","19,600","19,100","0,30K","2,10"
"11.05.2014","19,098","19,158","19,165","19,050","0","0,11"
"09.05.2014","19,077","19,200","19,200","19,020","0,06K","-0,09"
"08.05.2014","19,094","19,290","19,315","19,105","0,20K","-1,06"
"07.05.2014","19,298","19,645","19,720","19,280","0,17K","-1,53"
"06.05.2014","19,598","19,490","19,605","19,475","0,13K","0,40"
"05.05.2014","19,520","19,475","19,680","19,460","0,18K","0,10"
"04.05.2014","19,500","19,520","19,585","19,500","0","0,04"
"02.05.2014","19,492","19,000","19,600","18,865","0,35K","2,65"
"01.05.2014","18,989","19,170","19,170","18,750","0,85K","-0,68"
"30.04.2014","19,119","19,435","19,450","19,025","3,11K","-1,89"
"29.04.2014","19,488","19,560","19,590","19,305","16,95K","-0,50"
"28.04.2014","19,585","19,585","19,585","19,585","0,70K","-0,79"
"27.04.2014","19,740","19,725","19,767","19,705","0","0,28"
"25.04.2014","19,685","19,695","19,760","19,695","0,03K","0,02"
"24.04.2014","19,682","19,100","19,615","19,100","0,02K","1,30"
"23.04.2014","19,430","19,430","19,430","19,430","0,15K","0,41"
"22.04.2014","19,351","19,395","19,395","19,395","0,00K","0,05"
"21.04.2014","19,341","19,341","19,341","19,341","0,00K","-1,06"
"20.04.2014","19,548","19,633","19,638","19,528","0","-0,19"
"17.04.2014","19,586","19,586","19,586","19,586","0,01K","-0,19"
"16.04.2014","19,623","19,600","19,600","19,600","0,00K","0,74"
"15.04.2014","19,478","19,480","19,480","19,475","0,01K","-2,61"
"14.04.2014","19,999","19,955","19,955","19,955","0,01K","-0,49"
"13.04.2014","20,098","20,038","20,138","20,015","0","0,83"
"11.04.2014","19,933","20,010","20,010","20,010","0,00K","-0,72"
"10.04.2014","20,078","20,215","20,215","20,150","0,04K","1,64"
"09.04.2014","19,755","20,050","20,050","19,740","0,03K","-1,43"
"08.04.2014","20,042","20,150","20,150","20,050","0,01K","0,76"
"07.04.2014","19,891","19,945","19,960","19,945","0,01K","-0,24"
"06.04.2014","19,938","19,945","19,955","19,853","0","0,06"
"04.04.2014","19,927","19,940","19,940","19,940","0,02K","0,71"
"03.04.2014","19,786","19,786","19,786","19,786","0,78K","-1,22"
"02.04.2014","20,031","20,031","20,031","20,031","1,91K","1,84"
"01.04.2014","19,669","19,669","19,669","19,669","0,21K","-0,33"
"31.03.2014","19,734","19,734","19,734","19,734","0,01K","-0,51"
"30.03.2014","19,835","19,822","19,853","19,807","0","0,32"
"28.03.2014","19,772","19,790","19,880","19,630","0,11K","0,42"
"27.03.2014","19,690","19,690","19,690","19,690","0,53K","-0,35"
"26.03.2014","19,759","20,000","20,000","19,800","0,11K","-0,98"
"25.03.2014","19,955","20,120","20,120","20,055","0,04K","-0,44"
"24.03.2014","20,043","20,160","20,160","19,910","0,17K","-1,01"
"23.03.2014","20,248","20,290","20,313","20,248","0","-0,19"
"21.03.2014","20,286","20,455","20,500","20,305","0,05K","-0,58"
"20.03.2014","20,404","20,480","20,480","20,250","0,06K","-1,90"
"19.03.2014","20,800","20,775","20,785","20,500","0,08K","-0,17"
"18.03.2014","20,836","21,070","21,070","20,655","0,01K","-1,94"
"17.03.2014","21,249","21,370","21,390","21,370","0,10K","-1,37"
"16.03.2014","21,545","21,493","21,648","21,493","0","0,75"
"14.03.2014","21,384","21,220","21,710","21,160","0,08K","1,02"
"13.03.2014","21,169","21,185","21,185","21,150","0,07K","-0,75"
"12.03.2014","21,328","21,115","21,285","20,945","0,10K","2,62"
"11.03.2014","20,784","21,000","21,260","20,790","0,08K","-0,45"
"10.03.2014","20,879","20,800","20,885","20,600","0,11K","0,12"
"09.03.2014","20,855","20,900","20,928","20,822","0","-0,20"
"07.03.2014","20,897","21,475","21,540","20,760","0,22K","-2,99"
"06.03.2014","21,542","21,225","21,595","21,100","0,25K","1,43"
"05.03.2014","21,239","21,200","21,290","21,160","0,15K","0,24"
"04.03.2014","21,188","21,490","21,490","21,010","0,93K","-1,21"
"03.03.2014","21,448","21,350","21,680","21,265","0,40K","0,16"
"02.03.2014","21,413","21,388","21,418","21,258","0","0,99"
"28.02.2014","21,204","21,250","21,390","21,070","1,53K","-0,52"
"27.02.2014","21,314","21,245","21,480","20,985","15,92K","0,28"
"26.02.2014","21,254","21,254","21,254","21,254","0,75K","-3,21"
"25.02.2014","21,960","21,960","21,960","21,960","1,85K","-0,39"
"24.02.2014","22,047","22,047","22,047","22,047","0,79K","0,72"
"23.02.2014","21,890","21,930","21,935","21,822","0","0,52"
"21.02.2014","21,777","21,777","21,777","21,777","1,55K","0,46"
"20.02.2014","21,678","21,678","21,678","21,678","0,85K","-0,76"
"19.02.2014","21,844","21,835","21,835","21,700","0,13K","-0,21"
"18.02.2014","21,891","21,825","21,895","21,815","0,01K","0,28"
"17.02.2014","21,830","21,673","21,968","21,543","0","0,70"
"16.02.2014","21,678","21,480","21,710","21,475","0","1,25"
"14.02.2014","21,411","20,520","21,425","20,520","0,01K","5,03"
"13.02.2014","20,385","20,385","20,385","20,385","0,20K","0,27"
"12.02.2014","20,331","20,250","20,250","20,250","0,00K","0,93"
"11.02.2014","20,143","20,170","20,170","20,170","0,00K","0,22"
"10.02.2014","20,099","20,099","19,970","20,099","0,88K","0,37"
"09.02.2014","20,025","19,975","20,060","19,975","0","0,53"
"07.02.2014","19,920","19,920","19,920","19,920","0,10K","0,06"
"06.02.2014","19,908","19,908","19,908","19,908","1,41K","0,62"
"05.02.2014","19,785","19,745","20,045","19,745","0,00K","1,97"
"04.02.2014","19,402","19,402","19,402","19,402","0,25K","0,07"
"03.02.2014","19,389","19,130","19,515","19,090","0,44K","1,52"
"02.02.2014","19,098","19,113","19,135","19,065","0","-0,04"
"31.01.2014","19,105","19,325","19,325","19,150","0,15K","-0,03"
"30.01.2014","19,111","19,670","19,670","19,060","0,09K","-2,16"
"29.01.2014","19,533","19,533","19,533","19,533","0,00K","0,26"
"28.01.2014","19,483","19,755","19,755","19,755","0,00K","-1,46"
"27.01.2014","19,771","19,800","19,800","19,555","0,01K","-1,24"
"26.01.2014","20,020","19,935","20,078","19,915","0","1,40"
"24.01.2014","19,743","20,160","20,160","20,110","0,00K","-1,22"
"23.01.2014","19,986","19,920","20,080","19,920","0,03K","0,89"
"22.01.2014","19,809","19,809","19,809","19,809","0,10K","-0,15"
"21.01.2014","19,838","20,300","20,310","19,830","0,08K","-2,37"
"20.01.2014","20,320","20,335","20,398","20,278","0","-0,06"
"19.01.2014","20,333","20,285","20,423","20,285","0","0,33"
"17.01.2014","20,267","20,090","20,285","20,090","0,48K","1,21"
"16.01.2014","20,025","20,125","20,140","20,035","0,04K","-0,39"
"15.01.2014","20,103","20,195","20,195","20,010","0,03K","-0,73"
"14.01.2014","20,251","20,310","20,530","20,200","0,02K","-0,54"
"13.01.2014","20,361","20,300","20,405","20,300","0,04K","0,70"
"12.01.2014","20,220","20,175","20,263","20,173","0","0,09"
"10.01.2014","20,201","20,095","20,100","20,075","0,01K","2,74"
"09.01.2014","19,663","19,445","19,555","19,440","0,01K","0,74"
"08.01.2014","19,518","19,720","19,735","19,370","0,03K","-1,25"
"07.01.2014","19,765","20,250","20,250","19,670","0,03K","-1,55"
"06.01.2014","20,077","20,240","20,240","20,090","0,02K","-0,20"
"05.01.2014","20,118","20,160","20,185","20,110","0","-0,32"
"03.01.2014","20,182","20,090","20,090","20,090","0,02K","0,42"
"02.01.2014","20,098","20,310","20,320","20,020","0,05K","2,88"
"01.01.2014","19,535","19,438","19,545","19,435","0","1,01"
"31.12.2013","19,339","18,950","18,950","18,935","0,16K","-1,24"
"30.12.2013","19,581","19,835","19,835","19,610","0,08K","-2,73"
"29.12.2013","20,130","20,087","20,178","20,083","0","0,58"
"27.12.2013","20,013","19,995","20,000","19,955","0,03K","0,64"
"26.12.2013","19,885","19,820","19,930","19,820","0,07K","2,22"
"24.12.2013","19,453","19,350","19,410","19,350","0,04K","0,39"
"23.12.2013","19,378","19,430","19,440","19,390","0,02K","-0,22"
"22.12.2013","19,420","19,405","19,438","19,398","0","0,01"
"20.12.2013","19,418","19,100","19,370","19,100","0,04K","1,44"
"19.12.2013","19,143","19,800","19,830","19,470","0,05K","-4,35"
"18.12.2013","20,014","19,900","20,175","19,740","0,05K","1,12"
"17.12.2013","19,792","19,840","19,840","19,800","0,08K","-1,28"
"16.12.2013","20,049","19,500","20,200","19,455","0,04K","2,21"
"15.12.2013","19,615","19,648","19,678","19,612","0","0,29"
"13.12.2013","19,559","19,460","19,630","19,415","0,14K","0,81"
"12.12.2013","19,402","20,270","20,270","19,405","0,08K","-4,41"
"11.12.2013","20,298","20,245","20,400","20,230","0,12K","0,21"
"10.12.2013","20,256","19,755","20,315","19,720","0,25K","3,12"
"09.12.2013","19,644","19,465","19,890","19,460","0,09K","0,52"
"08.12.2013","19,543","19,555","19,612","19,543","0","0,40"
"06.12.2013","19,465","19,380","19,590","19,150","0,46K","-0,25"
"05.12.2013","19,514","19,605","19,610","19,235","0,40K","-1,31"
