"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"29.06.2015","81.756,19","82.356,58","82.723,89","81.756,19","481,64M","-2,14"
"26.06.2015","83.546,06","83.216,74","83.868,26","83.075,83","474,60M","0,32"
"25.06.2015","83.277,09","84.212,71","84.529,26","83.240,86","670,23M","-1,03"
"24.06.2015","84.140,65","83.228,65","84.266,35","83.118,20","644,16M","1,29"
"23.06.2015","83.068,46","83.604,20","83.863,57","82.678,83","648,46M","-0,43"
"22.06.2015","83.426,18","82.913,98","83.759,94","82.913,98","568,00M","1,18"
"19.06.2015","82.454,38","81.959,25","82.781,34","81.707,58","537,88M","0,64"
"18.06.2015","81.932,45","81.604,84","82.235,61","81.338,18","518,04M","1,51"
"17.06.2015","80.713,26","80.411,30","80.917,47","80.271,81","567,91M","0,66"
"16.06.2015","80.183,75","79.226,90","80.521,07","79.226,90","598,96M","1,56"
"15.06.2015","78.951,38","80.547,55","80.748,23","78.951,38","559,17M","-1,96"
"12.06.2015","80.532,51","80.848,27","81.170,24","80.315,27","566,16M","-0,39"
"11.06.2015","80.845,24","79.985,54","80.924,87","79.368,22","730,98M","1,38"
"10.06.2015","79.747,89","78.657,24","80.007,76","78.657,24","685,27M","2,05"
"09.06.2015","78.146,25","78.410,98","78.786,83","77.756,16","717,95M","0,44"
"08.06.2015","77.805,41","75.268,15","77.805,41","75.268,15","1,07B","-5,05"
"05.06.2015","81.943,42","82.113,63","82.972,87","81.623,00","782,53M","-0,67"
"04.06.2015","82.499,02","82.836,68","82.905,87","81.704,32","628,49M","-1,07"
"03.06.2015","83.393,57","81.576,74","83.411,64","81.208,96","654,53M","2,42"
"02.06.2015","81.420,24","80.745,27","81.480,90","80.513,78","608,01M","1,23"
"01.06.2015","80.429,08","82.769,03","82.785,05","80.341,48","522,74M","-3,08"
"29.05.2015","82.981,15","83.631,97","84.697,26","82.586,27","626,36M","-0,70"
"28.05.2015","83.569,62","84.335,95","84.500,67","83.569,62","538,92M","-0,86"
"27.05.2015","84.292,05","83.984,04","84.292,05","82.853,26","640,24M","0,77"
"26.05.2015","83.649,42","84.124,51","84.852,09","83.649,42","595,88M","-1,09"
"25.05.2015","84.567,03","85.705,37","85.788,10","84.479,61","455,91M","-1,44"
"22.05.2015","85.803,92","86.646,90","86.711,55","85.717,13","628,27M","-0,88"
"21.05.2015","86.565,03","87.985,06","88.513,69","86.441,68","783,21M","-1,40"
"20.05.2015","87.791,06","88.369,62","88.509,74","87.342,72","713,42M","-0,97"
"18.05.2015","88.651,88","87.640,44","88.651,88","87.526,88","532,51M","1,20"
"15.05.2015","87.604,89","87.449,54","87.995,74","87.184,33","579,62M","0,41"
"14.05.2015","87.243,66","86.455,73","87.651,31","86.160,66","878,02M","0,96"
"13.05.2015","86.417,48","85.490,32","86.562,92","85.490,32","822,18M","1,23"
"12.05.2015","85.363,47","84.865,67","85.399,49","84.288,84","659,15M","0,72"
"11.05.2015","84.752,83","84.161,75","85.236,53","84.161,75","649,49M","0,82"
"08.05.2015","84.059,89","82.722,11","84.269,73","82.207,71","627,02M","1,80"
"07.05.2015","82.570,23","82.520,08","82.798,69","81.754,47","613,10M","0,16"
"06.05.2015","82.441,37","83.743,10","83.743,10","82.345,42","663,15M","-1,13"
"05.05.2015","83.380,67","83.975,05","84.605,65","83.304,47","543,95M","-0,76"
"04.05.2015","84.018,92","83.880,82","84.305,28","83.239,22","549,42M","0,09"
"30.04.2015","83.947,04","86.156,41","86.355,34","83.947,04","670,51M","-2,36"
"29.04.2015","85.978,44","86.395,69","86.670,41","85.841,94","642,77M","-0,27"
"28.04.2015","86.209,46","86.486,26","86.754,56","86.000,48","758,25M","-0,22"
"27.04.2015","86.401,85","85.689,39","86.623,61","85.299,73","880,68M","0,99"
"24.04.2015","85.551,31","84.164,80","85.579,78","84.141,76","723,69M","2,11"
"22.04.2015","83.780,35","84.397,12","84.770,58","83.718,65","850,10M","-0,59"
"21.04.2015","84.277,65","82.119,17","84.277,65","81.826,23","779,20M","2,40"
"20.04.2015","82.302,56","82.831,16","83.077,54","82.167,67","582,40M","-0,14"
"17.04.2015","82.417,73","83.006,53","83.339,33","82.230,02","683,92M","-0,02"
"16.04.2015","82.436,68","81.969,68","82.699,28","81.643,63","762,02M","1,33"
"15.04.2015","81.357,53","81.953,37","82.138,48","81.221,54","693,34M","-1,17"
"14.04.2015","82.319,71","81.609,96","82.481,56","80.703,99","817,66M","0,47"
"13.04.2015","81.937,59","82.631,25","83.076,79","81.635,21","718,70M","-0,86"
"10.04.2015","82.645,75","83.374,96","83.786,17","82.202,67","638,45M","-1,04"
"09.04.2015","83.513,62","82.442,88","83.633,88","82.411,89","711,43M","0,86"
"08.04.2015","82.799,38","82.495,71","82.884,55","82.004,68","688,24M","0,40"
"07.04.2015","82.465,89","83.053,91","83.053,91","81.894,41","552,52M","-0,80"
"06.04.2015","83.130,16","82.343,90","83.130,16","82.255,86","477,19M","0,16"
"03.04.2015","82.994,31","81.974,36","83.047,26","81.501,03","458,66M","1,61"
"02.04.2015","81.676,43","81.431,64","81.937,79","81.292,27","481,36M","0,58"
"01.04.2015","81.208,54","81.090,49","81.504,31","80.650,39","558,20M","0,45"
"31.03.2015","80.846,03","82.231,38","82.537,97","80.528,33","633,96M","-1,63"
"30.03.2015","82.184,02","80.876,34","82.209,14","80.464,33","605,41M","1,59"
"27.03.2015","80.894,15","81.240,92","81.259,30","80.233,93","632,38M","-0,72"
"26.03.2015","81.482,40","81.280,60","81.482,40","80.696,14","686,66M","-1,41"
"25.03.2015","82.649,20","82.581,02","83.638,15","82.179,45","630,80M","0,75"
"24.03.2015","82.032,59","83.654,88","83.748,55","81.706,14","759,80M","-2,04"
"23.03.2015","83.741,99","82.569,54","83.768,48","82.428,86","601,84M","1,50"
"20.03.2015","82.506,35","82.247,73","82.731,79","81.645,68","681,48M","0,71"
"19.03.2015","81.922,02","81.474,94","82.186,61","81.220,89","818,70M","2,48"
"18.03.2015","79.942,27","79.972,74","80.190,86","79.159,66","672,44M","-0,11"
"17.03.2015","80.030,65","78.763,23","80.103,96","78.677,93","679,28M","2,35"
"16.03.2015","78.195,71","77.676,66","78.483,58","77.178,28","594,96M","2,03"
"13.03.2015","76.642,13","78.563,52","79.097,63","76.642,13","696,65M","-2,11"
"12.03.2015","78.293,17","79.332,98","79.552,91","77.547,22","699,70M","0,02"
"11.03.2015","78.276,98","78.257,95","78.860,39","76.656,89","817,28M","0,38"
"10.03.2015","77.977,48","80.820,30","81.051,36","77.977,48","818,34M","-3,31"
"09.03.2015","80.645,43","81.206,98","81.756,73","80.586,49","727,36M","0,42"
"06.03.2015","80.310,16","80.927,00","82.339,26","80.045,17","842,03M","-0,58"
"05.03.2015","80.779,58","80.969,69","81.557,93","80.014,41","1,07B","-1,57"
"04.03.2015","82.067,23","84.242,36","84.380,82","81.980,83","643,80M","-2,65"
"03.03.2015","84.303,92","84.364,31","84.670,89","83.509,44","540,99M","0,43"
"02.03.2015","83.946,92","84.405,29","84.674,44","83.858,10","558,69M","-0,24"
"27.02.2015","84.147,51","86.095,16","86.437,00","83.784,59","862,62M","-2,06"
"26.02.2015","85.915,36","86.490,27","87.397,91","85.904,03","775,37M","-0,94"
"25.02.2015","86.733,45","87.264,27","87.847,19","86.469,53","744,45M","0,05"
"24.02.2015","86.691,24","86.424,40","86.794,12","86.011,12","711,71M","0,47"
"23.02.2015","86.288,25","85.486,78","86.320,91","84.850,13","624,82M","0,94"
"20.02.2015","85.488,89","86.358,61","86.507,16","85.114,01","525,24M","-1,07"
"19.02.2015","86.414,28","86.231,92","86.572,42","85.738,56","688,90M","1,14"
"18.02.2015","85.441,66","84.613,00","85.579,99","84.151,59","599,22M","1,20"
"17.02.2015","84.424,89","85.692,00","85.958,04","84.424,89","646,85M","-1,88"
"16.02.2015","86.040,54","86.144,69","86.440,19","85.959,85","529,35M","0,27"
"13.02.2015","85.809,25","86.260,82","86.357,19","85.589,63","633,05M","-0,32"
"12.02.2015","86.082,55","83.786,49","86.082,55","83.786,49","839,24M","3,18"
"11.02.2015","83.429,49","83.597,92","84.199,66","83.173,35","796,24M","0,38"
"10.02.2015","83.116,43","85.000,72","85.367,43","82.975,25","761,47M","-1,72"
"09.02.2015","84.574,27","85.008,66","85.019,91","83.242,68","819,96M","-0,49"
"06.02.2015","84.987,42","85.889,54","86.426,40","84.909,96","676,31M","-0,93"
"05.02.2015","85.789,31","85.919,18","86.501,77","85.145,51","759,74M","-0,14"
"04.02.2015","85.910,14","87.820,99","87.928,04","85.671,18","832,91M","-1,83"
"03.02.2015","87.508,52","90.048,20","90.048,20","87.116,17","717,53M","-2,46"
"02.02.2015","89.712,79","89.144,83","89.857,77","88.674,09","463,24M","0,86"
"30.01.2015","88.945,82","88.970,97","89.461,70","88.045,33","606,25M","0,44"
"29.01.2015","88.557,78","89.691,25","90.242,24","88.557,78","611,88M","-1,97"
"28.01.2015","90.341,63","91.705,76","91.805,74","90.276,40","659,83M","-0,89"
"27.01.2015","91.150,05","91.546,48","91.753,32","90.560,20","601,46M","-0,29"
"26.01.2015","91.412,94","90.549,11","91.412,94","90.294,12","545,74M","0,75"
"23.01.2015","90.736,05","91.195,78","91.585,11","90.539,21","666,42M","-0,18"
"22.01.2015","90.902,78","90.671,23","91.004,63","89.852,17","730,08M","0,65"
"21.01.2015","90.312,80","89.691,28","90.350,37","89.635,47","725,46M","1,25"
"20.01.2015","89.200,45","88.243,22","89.464,45","88.243,22","759,24M","1,36"
"19.01.2015","88.006,48","87.696,58","88.322,35","87.584,91","511,99M","0,68"
"16.01.2015","87.416,40","87.648,67","87.866,00","86.862,51","619,40M","-0,37"
"15.01.2015","87.742,82","88.080,10","88.491,37","87.560,27","804,15M","0,20"
"14.01.2015","87.563,47","87.713,67","88.378,67","87.127,99","746,34M","-0,85"
"13.01.2015","88.313,50","88.105,21","88.548,20","87.823,98","736,66M","0,51"
"12.01.2015","87.864,74","87.917,41","88.738,83","87.637,00","637,10M","0,25"
"09.01.2015","87.648,35","87.746,04","88.326,79","87.428,07","711,73M","-0,05"
"08.01.2015","87.689,64","87.404,88","87.919,06","87.260,40","731,76M","1,05"
"07.01.2015","86.776,58","86.925,09","87.626,04","86.497,83","791,95M","-0,15"
"06.01.2015","86.909,58","86.650,91","86.911,82","85.574,65","698,32M","0,52"
"05.01.2015","86.462,57","85.495,31","86.795,82","85.411,37","644,59M","1,17"
"02.01.2015","85.458,92","85.447,89","85.772,10","84.940,87","328,04M","-0,31"
"31.12.2014","85.721,13","84.589,50","85.850,63","84.520,68","284,64M","1,40"
"30.12.2014","84.537,10","83.910,23","84.922,69","83.587,15","591,37M","0,52"
"29.12.2014","84.101,75","84.758,24","84.758,24","83.920,00","382,25M","-1,00"
"26.12.2014","84.947,31","84.940,87","85.257,09","84.920,96","239,13M","0,14"
"25.12.2014","84.824,51","84.921,60","85.115,12","84.814,17","283,90M","0,00"
"24.12.2014","84.821,70","84.657,57","85.031,60","84.643,71","377,98M","0,39"
"23.12.2014","84.487,99","85.254,89","85.433,91","84.222,96","685,13M","-0,77"
"22.12.2014","85.143,76","83.600,42","85.143,76","83.343,55","568,17M","1,88"
"19.12.2014","83.573,55","83.653,67","83.794,26","82.583,36","718,98M","0,42"
"18.12.2014","83.226,20","81.824,55","83.226,20","81.824,55","711,69M","2,98"
"17.12.2014","80.820,72","79.436,68","81.224,45","78.954,85","767,85M","2,06"
"16.12.2014","79.191,19","82.444,48","83.176,08","78.844,01","1,05B","-4,36"
"15.12.2014","82.804,43","82.940,24","83.287,03","82.572,68","580,79M","-0,51"
"12.12.2014","83.226,38","84.712,29","84.721,54","83.061,90","701,86M","-1,76"
"11.12.2014","84.718,23","84.238,63","85.541,24","84.060,33","786,37M","0,70"
"10.12.2014","84.126,33","83.974,22","84.490,18","83.613,20","632,81M","0,72"
"09.12.2014","83.527,29","84.722,83","85.213,87","83.527,29","645,12M","-1,52"
"08.12.2014","84.818,68","85.334,18","85.543,04","84.493,79","513,74M","-0,49"
"05.12.2014","85.239,92","86.369,93","86.839,33","85.239,92","722,15M","-1,15"
"04.12.2014","86.234,10","84.979,69","86.369,25","84.946,57","671,88M","1,55"
"03.12.2014","84.915,14","84.967,13","85.645,33","84.543,99","661,31M","-0,00"
"02.12.2014","84.915,15","86.221,94","86.347,08","84.830,00","847,56M","-1,43"
"01.12.2014","86.147,32","86.214,06","87.010,15","85.215,52","1,00B","-0,02"
"28.11.2014","86.168,66","84.885,92","87.048,14","84.885,92","938,53M","1,75"
"27.11.2014","84.688,52","84.444,92","84.939,03","84.086,07","697,42M","0,53"
"26.11.2014","84.243,31","83.607,00","84.381,20","83.417,21","778,78M","0,85"
"25.11.2014","83.530,54","83.268,14","83.695,33","82.557,77","898,64M","0,33"
"24.11.2014","83.251,96","83.115,93","83.388,79","82.710,94","590,85M","-0,04"
"21.11.2014","83.281,80","82.854,71","83.471,01","82.764,77","786,33M","0,93"
"20.11.2014","82.511,89","81.484,11","82.534,81","81.221,95","836,64M","1,29"
"19.11.2014","81.461,62","81.694,85","82.143,72","81.168,09","908,27M","0,16"
"18.11.2014","81.329,86","80.800,00","81.390,38","80.609,40","678,37M","1,03"
"17.11.2014","80.499,83","81.352,71","81.784,35","80.456,31","811,88M","-0,88"
"14.11.2014","81.211,55","80.837,94","81.448,67","80.623,56","718,54M","0,41"
"13.11.2014","80.876,10","80.540,59","81.503,91","79.768,96","905,04M","0,60"
"12.11.2014","80.394,94","78.735,31","80.394,94","78.735,31","801,03M","2,54"
"11.11.2014","78.403,38","77.957,93","78.403,38","77.636,05","644,14M","0,85"
"10.11.2014","77.743,39","78.346,16","78.635,54","77.644,63","610,70M","-0,27"
"07.11.2014","77.957,75","77.386,32","78.089,73","77.133,08","702,36M","0,58"
"06.11.2014","77.510,28","79.273,84","79.575,60","77.510,28","950,13M","-1,83"
"05.11.2014","78.956,09","80.420,30","80.987,59","78.956,09","811,65M","-1,63"
"04.11.2014","80.268,20","80.381,49","80.778,73","79.883,21","680,92M","0,30"
"03.11.2014","80.027,88","80.555,70","80.863,29","79.896,08","648,85M","-0,68"
"31.10.2014","80.579,66","80.795,75","81.146,99","80.384,14","727,42M","0,85"
"30.10.2014","79.898,62","79.469,87","80.129,25","79.204,31","698,48M","0,39"
"28.10.2014","79.589,07","79.502,12","79.724,26","79.069,59","270,94M","0,45"
"27.10.2014","79.235,43","79.782,99","80.015,50","78.543,61","655,80M","-0,23"
"24.10.2014","79.417,13","79.474,10","79.952,38","78.995,86","705,02M","-0,10"
"23.10.2014","79.494,74","78.000,14","79.494,74","77.650,62","865,47M","1,81"
"22.10.2014","78.080,78","77.995,25","78.201,91","77.560,97","720,20M","0,56"
"21.10.2014","77.645,59","76.300,95","77.666,93","76.282,41","688,16M","1,72"
"20.10.2014","76.331,44","76.173,21","76.435,34","75.846,81","575,87M","1,06"
"17.10.2014","75.533,29","74.833,88","75.977,11","74.786,09","733,80M","1,28"
"16.10.2014","74.575,85","75.206,18","75.571,37","73.800,32","761,91M","-0,37"
"15.10.2014","74.856,02","74.958,42","75.814,83","74.743,94","783,21M","0,23"
"14.10.2014","74.686,61","75.138,59","75.688,71","74.093,85","886,52M","-0,57"
"13.10.2014","75.115,72","73.790,62","75.484,76","73.724,08","671,26M","2,21"
"10.10.2014","73.494,06","74.546,34","74.546,34","73.494,06","533,52M","-2,28"
"09.10.2014","75.208,03","73.928,93","75.353,38","73.928,93","847,80M","3,10"
"08.10.2014","72.943,50","73.363,49","73.384,51","72.612,18","563,51M","-1,94"
"03.10.2014","74.384,37","74.207,74","74.384,37","73.539,88","228,65M","0,71"
"02.10.2014","73.857,96","74.348,11","74.729,85","73.646,22","553,32M","-0,40"
"01.10.2014","74.154,51","75.000,80","75.209,53","74.154,51","582,95M","-1,05"
"30.09.2014","74.937,81","74.984,26","75.198,53","74.490,55","604,81M","0,39"
"29.09.2014","74.645,73","74.602,22","74.839,94","74.042,57","550,19M","0,02"
"26.09.2014","74.632,42","74.904,21","75.164,48","73.846,78","706,10M","0,06"
"25.09.2014","74.590,70","75.246,10","75.575,95","74.321,36","570,89M","-0,80"
"24.09.2014","75.193,02","77.003,57","77.213,34","75.122,00","618,56M","-1,93"
"23.09.2014","76.668,91","77.339,40","77.803,32","76.668,91","503,27M","-0,26"
"22.09.2014","76.869,89","76.947,14","77.500,77","76.559,57","469,20M","-0,07"
"19.09.2014","76.921,94","77.760,70","78.294,99","76.921,94","522,98M","-0,74"
"18.09.2014","77.496,43","78.455,18","78.527,97","77.275,66","647,62M","-1,86"
"17.09.2014","78.968,11","79.063,08","79.405,83","78.695,45","493,29M","0,42"
"16.09.2014","78.634,55","77.812,85","78.846,60","77.436,06","594,91M","0,92"
"15.09.2014","77.918,10","77.685,96","78.325,83","77.456,94","457,64M","0,12"
"12.09.2014","77.820,83","78.881,62","79.309,65","77.703,56","509,11M","-1,45"
"11.09.2014","78.966,38","79.828,25","80.108,02","78.656,38","546,68M","-0,73"
"10.09.2014","79.550,55","80.105,66","80.259,04","78.968,71","639,36M","-0,66"
"09.09.2014","80.080,22","81.992,04","82.254,18","79.984,85","647,36M","-2,58"
"08.09.2014","82.199,53","82.392,32","82.628,16","82.036,14","479,57M","0,01"
"05.09.2014","82.193,10","82.102,75","82.347,69","81.671,51","497,51M","-0,04"
"04.09.2014","82.226,04","81.390,51","82.337,73","81.172,04","651,10M","1,15"
"03.09.2014","81.292,35","80.990,24","81.556,12","80.897,15","563,66M","0,72"
"02.09.2014","80.710,01","80.940,35","81.397,83","80.483,78","457,03M","-0,14"
"01.09.2014","80.824,72","80.455,28","81.000,61","80.178,80","349,42M","0,64"
"29.08.2014","80.312,94","81.009,69","81.611,46","80.298,47","490,87M","-0,65"
"28.08.2014","80.837,71","80.591,16","80.869,86","80.254,58","449,48M","0,46"
"27.08.2014","80.467,40","80.948,75","81.195,78","80.241,65","527,30M","-0,36"
"26.08.2014","80.754,28","79.437,62","80.846,79","79.437,62","479,08M","1,88"
"25.08.2014","79.262,41","79.172,79","79.368,06","78.922,99","373,93M","0,42"
"22.08.2014","78.929,59","79.118,60","79.408,15","78.565,24","435,60M","-0,04"
"21.08.2014","78.957,53","78.691,29","79.189,52","78.654,14","485,35M","0,11"
"20.08.2014","78.866,91","79.384,94","79.525,34","78.250,12","683,62M","-0,52"
"19.08.2014","79.275,88","77.636,65","79.408,14","77.636,65","723,20M","2,50"
"18.08.2014","77.342,09","77.176,63","77.515,14","76.539,60","558,37M","0,85"
"15.08.2014","76.692,07","77.931,30","78.211,36","76.625,89","536,94M","-1,13"
"14.08.2014","77.569,92","77.712,17","78.514,77","77.268,47","580,72M","-0,06"
"13.08.2014","77.618,56","78.141,64","78.310,19","76.845,98","673,91M","-0,27"
"12.08.2014","77.827,24","77.332,97","77.989,35","76.870,19","529,16M","0,72"
"11.08.2014","77.271,25","80.427,19","80.483,42","77.226,97","749,79M","-2,43"
"08.08.2014","79.199,41","77.996,98","79.464,95","77.751,04","586,83M","0,45"
"07.08.2014","78.843,31","79.656,35","79.937,36","78.678,05","577,62M","-0,74"
"06.08.2014","79.432,33","80.060,17","80.460,18","78.955,05","739,19M","-1,50"
"05.08.2014","80.641,86","82.376,29","82.663,87","80.346,14","564,38M","-1,53"
"04.08.2014","81.893,27","82.416,86","82.988,29","81.893,27","448,48M","-0,24"
"01.08.2014","82.093,94","82.371,24","82.553,16","80.915,18","565,69M","-0,08"
"31.07.2014","82.156,87","83.918,79","84.356,42","82.156,87","610,55M","-2,45"
"25.07.2014","84.218,02","84.021,00","84.289,65","83.426,34","523,53M","0,47"
"24.07.2014","83.824,65","83.061,71","83.920,48","83.061,71","746,60M","1,17"
"23.07.2014","82.854,62","82.702,53","83.168,96","82.490,04","521,43M","0,39"
"22.07.2014","82.530,53","82.608,05","82.879,68","82.211,78","507,06M","0,32"
"21.07.2014","82.270,34","82.692,66","82.942,87","82.164,72","440,20M","-0,05"
"18.07.2014","82.314,53","80.940,52","82.314,53","80.933,82","469,69M","0,65"
"17.07.2014","81.783,21","82.405,17","82.492,19","81.284,68","620,66M","-0,59"
"16.07.2014","82.270,52","81.340,64","82.290,65","81.148,83","538,75M","1,26"
"15.07.2014","81.245,09","80.774,57","81.472,16","80.646,47","545,81M","0,77"
"14.07.2014","80.621,55","79.809,04","80.695,38","79.669,84","488,48M","1,58"
"11.07.2014","79.364,43","78.788,81","79.524,45","78.748,14","407,59M","1,03"
"10.07.2014","78.551,58","79.586,55","79.837,02","78.487,13","550,69M","-1,14"
"09.07.2014","79.458,79","79.398,77","79.777,93","79.087,70","483,76M","0,21"
"08.07.2014","79.290,79","79.156,31","79.729,67","79.081,17","493,71M","0,43"
"07.07.2014","78.951,06","77.381,03","78.995,58","77.255,09","584,55M","1,83"
"04.07.2014","77.534,77","77.606,78","77.780,68","77.373,97","411,55M","0,01"
"03.07.2014","77.528,54","76.880,88","77.568,53","76.469,86","556,48M","0,91"
"02.07.2014","76.831,82","77.305,74","77.412,27","76.056,23","547,89M","-0,36"
"01.07.2014","77.107,01","78.535,71","78.815,69","76.956,20","503,12M","-1,76"
"30.06.2014","78.489,01","78.764,32","79.263,79","78.363,02","366,62M","0,02"
"27.06.2014","78.472,38","78.428,78","78.893,42","78.139,06","248,73M","0,47"
"26.06.2014","78.104,14","79.262,85","79.350,98","77.756,66","399,21M","-1,13"
"25.06.2014","78.997,88","78.287,09","79.150,38","78.032,25","445,79M","0,01"
"24.06.2014","78.986,12","79.724,92","80.057,47","78.986,12","516,31M","-0,43"
"23.06.2014","79.326,52","78.752,44","79.423,17","78.507,54","481,83M","1,18"
"20.06.2014","78.400,69","78.693,29","78.927,19","78.371,75","339,53M","-0,83"
"19.06.2014","79.057,25","79.197,40","79.431,24","79.020,72","550,44M","1,23"
"18.06.2014","78.092,89","78.207,01","78.555,83","77.763,17","497,09M","0,10"
"17.06.2014","78.015,74","78.059,69","78.951,15","77.898,82","637,34M","0,48"
"16.06.2014","77.645,72","78.202,76","78.619,56","77.443,76","515,42M","-1,73"
"13.06.2014","79.011,62","79.406,59","79.722,24","78.596,33","551,32M","-1,03"
"12.06.2014","79.834,33","78.328,92","80.011,91","77.855,06","827,84M","1,03"
"11.06.2014","79.020,57","81.863,27","81.915,44","78.592,20","961,17M","-3,25"
"10.06.2014","81.672,04","80.832,90","81.672,04","80.765,22","569,79M","1,14"
"09.06.2014","80.753,75","80.860,88","81.472,12","80.667,22","622,68M","0,44"
"06.06.2014","80.397,55","80.059,36","80.637,03","79.970,66","613,32M","0,75"
"05.06.2014","79.802,96","78.785,49","80.308,95","78.662,88","735,04M","1,81"
"04.06.2014","78.384,74","78.344,57","79.130,30","78.217,72","476,68M","-0,55"
"03.06.2014","78.818,28","78.964,68","79.569,28","78.477,97","584,78M","0,22"
"02.06.2014","78.648,83","79.648,43","79.895,12","78.539,14","530,16M","-0,81"
"30.05.2014","79.289,80","79.484,12","79.999,34","79.137,83","620,75M","-0,01"
"29.05.2014","79.299,97","78.422,54","79.393,04","78.422,54","617,32M","1,67"
"28.05.2014","77.995,44","77.603,62","78.937,20","77.269,80","806,16M","0,60"
"27.05.2014","77.533,21","78.633,03","78.882,55","77.448,11","586,00M","-1,36"
"26.05.2014","78.603,16","77.946,65","78.691,02","77.833,14","433,89M","0,69"
"23.05.2014","78.060,64","78.206,58","78.452,69","77.667,15","562,58M","0,02"
"22.05.2014","78.043,18","76.804,36","78.376,86","76.477,35","882,87M","2,08"
"21.05.2014","76.454,56","75.291,43","76.454,56","75.272,10","534,87M","1,59"
"20.05.2014","75.255,28","75.310,80","75.431,38","74.655,43","403,19M","0,33"
"16.05.2014","75.009,31","75.241,25","75.325,66","74.570,48","465,75M","-0,29"
"15.05.2014","75.228,44","76.183,56","76.768,63","75.228,44","536,90M","-1,08"
"14.05.2014","76.047,80","75.961,51","76.285,44","75.791,03","546,65M","0,36"
"13.05.2014","75.776,49","76.330,62","76.425,61","75.519,75","536,27M","-0,21"
"12.05.2014","75.935,59","76.051,19","76.519,64","75.655,73","542,92M","0,49"
"09.05.2014","75.562,95","75.986,16","76.089,30","75.376,21","527,25M","-0,29"
"08.05.2014","75.781,68","75.348,72","76.106,31","75.333,57","697,76M","1,09"
"07.05.2014","74.967,20","75.123,51","75.388,68","74.492,58","606,35M","-0,30"
"06.05.2014","75.190,31","75.096,54","75.512,73","75.042,26","548,13M","0,57"
"05.05.2014","74.760,79","75.343,71","75.494,76","74.416,11","585,80M","-0,53"
"02.05.2014","75.159,06","74.480,83","75.430,77","74.480,83","742,36M","1,74"
"30.04.2014","73.871,54","72.494,77","74.241,14","72.374,47","755,06M","2,15"
"29.04.2014","72.314,97","72.752,42","73.123,91","72.314,97","509,93M","-0,12"
"28.04.2014","72.398,54","71.615,84","72.534,63","71.166,64","573,75M","1,41"
"25.04.2014","71.388,74","72.582,67","72.742,34","71.286,02","535,09M","-1,38"
"24.04.2014","72.391,27","73.268,25","73.402,08","72.342,58","571,36M","-1,06"
"22.04.2014","73.170,03","73.532,88","73.702,59","73.170,03","480,33M","-0,38"
"21.04.2014","73.446,69","73.562,20","73.635,54","73.134,36","439,22M","-0,04"
"18.04.2014","73.476,01","73.659,28","73.912,03","73.321,78","288,34M","-0,12"
"17.04.2014","73.561,79","72.766,31","73.626,37","72.676,99","582,38M","1,61"
"16.04.2014","72.399,37","73.232,10","73.274,90","71.989,74","646,12M","-0,05"
"15.04.2014","72.438,04","74.032,89","74.441,80","72.438,04","950,45M","-1,81"
"14.04.2014","73.774,90","72.578,21","73.930,33","72.388,49","588,08M","1,43"
"11.04.2014","72.736,33","72.144,03","72.858,71","72.091,70","511,03M","-0,57"
"10.04.2014","73.150,23","72.930,76","73.567,78","72.673,11","580,98M","1,00"
"09.04.2014","72.428,55","73.793,74","73.961,93","72.420,82","664,03M","-2,05"
"08.04.2014","73.946,51","73.149,10","73.946,51","73.098,21","696,85M","2,01"
"07.04.2014","72.489,07","72.140,47","72.864,35","72.032,77","549,13M","-0,13"
"04.04.2014","72.582,86","71.915,41","72.683,23","71.342,51","701,03M","1,45"
"03.04.2014","71.544,81","70.836,12","72.095,88","70.836,12","909,28M","1,27"
"02.04.2014","70.648,03","70.811,38","71.468,58","70.388,02","954,30M","-0,30"
"01.04.2014","70.857,41","69.848,67","71.070,44","69.551,34","834,60M","1,61"
"31.03.2014","69.736,34","70.464,73","70.464,73","68.721,04","1,03B","0,90"
"28.03.2014","69.117,32","67.331,15","69.318,49","67.331,15","969,67M","3,09"
"27.03.2014","67.048,36","67.540,96","68.149,68","67.025,78","963,03M","-1,01"
"26.03.2014","67.730,78","65.215,53","67.857,05","65.215,53","827,43M","4,69"
"25.03.2014","64.696,47","63.958,51","65.001,02","63.836,05","431,78M","1,55"
"24.03.2014","63.710,45","64.755,35","65.000,53","63.710,45","352,82M","-1,35"
"21.03.2014","64.579,37","64.901,18","65.045,32","64.579,37","423,58M","-1,04"
"20.03.2014","65.261,35","65.312,01","65.835,90","65.142,28","506,78M","-0,34"
"19.03.2014","65.487,07","65.566,77","66.023,08","65.406,86","591,10M","-0,13"
"18.03.2014","65.573,50","64.313,40","65.727,72","64.137,35","612,62M","2,14"
"17.03.2014","64.197,78","63.761,05","64.311,15","63.761,05","357,73M","1,45"
"14.03.2014","63.278,93","63.015,65","63.558,32","62.825,47","528,55M","-0,10"
"13.03.2014","63.345,36","63.452,84","64.126,72","63.338,70","486,61M","0,14"
"12.03.2014","63.258,61","62.296,97","63.331,85","62.139,60","534,71M","0,31"
"11.03.2014","63.065,64","62.943,95","63.329,33","62.571,72","425,29M","0,53"
"10.03.2014","62.731,50","62.791,03","63.280,98","62.401,13","471,88M","-0,58"
